_id,t,o
FRA_LAO,0.000,0.898
FRA_LBN,0.000,0.457
FRA_LBR,0.000,0.747
FRA_LBY,0.000,0.550
FRA_LCA,0.000,0.500
FRA_LIE,0.000,0.649
FRA_LKA,0.000,0.602
FRA_LSO,0.000,0.794
FRA_LTU,0.000,0.511
FRA_LUX,0.000,0.553
FRA_LVA,0.000,0.569
FRA_MAC,0.000,0.628
FRA_MAR,0.000,0.568
FRA_MCO,0.000,0.386
FRA_MDA,0.000,0.628
FRA_MDG,0.000,0.722
FRA_MDV,0.000,0.519
FRA_MEX,0.000,0.869
FRA_MHL,0.000,0.701
FRA_MKD,0.000,0.543
FRA_MLI,0.000,0.855
FRA_MLT,0.000,0.398
FRA_MMR,0.000,1.116
FRA_MNE,0.000,0.436
FRA_MNG,0.000,1.726
FRA_MNP,0.000,0.660
FRA_MOZ,0.000,0.692
FRA_MRT,0.000,0.704
FRA_MSR,0.000,n.a.
FRA_MTQ,0.000,n.a.
FRA_MUS,0.000,0.549
FRA_MWI,0.000,1.142
FRA_MYS,0.000,0.664
FRA_MYT,0.000,n.a.
FRA_NAM,0.000,0.757
FRA_NCL,0.000,0.764
FRA_NER,0.000,0.947
FRA_NFK,0.000,n.a.
FRA_NGA,0.000,0.823
FRA_NIC,0.000,0.756
FRA_NIU,0.000,n.a.
FRA_NLD,0.000,0.526
FRA_NOR,0.000,0.550
FRA_NPL,0.000,1.189
FRA_NRU,0.000,0.697
FRA_NZL,0.000,1.001
FRA_OMN,0.000,0.915
FRA_PAK,0.000,1.101
FRA_PAN,0.000,0.598
FRA_PER,0.000,1.003
FRA_PHL,0.000,0.770
FRA_PLW,0.000,0.637
FRA_PNG,0.000,0.740
FRA_POL,0.000,0.693
FRA_PRI,0.000,0.504
FRA_PRK,0.000,0.909
FRA_PRT,0.000,0.460
FRA_PRY,0.000,1.124
FRA_PSE,0.000,0.422
FRA_PYF,0.000,0.681
FRA_QAT,0.000,0.536
FRA_REU,0.000,n.a.
FRA_ROU,0.000,0.567
FRA_RUS,0.000,1.112
FRA_RWA,0.000,0.995
FRA_SAU,0.000,0.884
FRA_SDN,0.000,0.934
FRA_SEN,0.000,0.512
FRA_SGP,0.000,0.575
FRA_SHN,0.000,n.a.
FRA_SLB,0.000,0.701
FRA_SLE,0.000,0.572
FRA_SLV,0.000,0.593
FRA_SMR,0.000,0.513
FRA_SOM,0.000,0.766
FRA_SPM,0.000,n.a.
FRA_SRB,0.000,0.594
FRA_STP,0.000,0.511
FRA_SUR,0.000,0.553
FRA_SVK,0.000,0.629
FRA_SVN,0.000,0.470
FRA_SWE,0.000,0.693
FRA_SWZ,0.000,0.687
FRA_SYC,0.000,0.513
FRA_SYR,0.000,0.558
FRA_TCA,0.000,0.514
FRA_TCD,0.000,1.132
FRA_TGO,0.000,0.534
FRA_THA,0.000,0.693
FRA_TJK,0.000,1.288
FRA_TKL,0.000,n.a.
FRA_TKM,0.000,1.258
FRA_TLS,0.000,0.703
FRA_TON,0.000,0.723
FRA_TTO,0.000,0.504
FRA_TUN,0.000,0.456
FRA_TUR,0.000,0.677
FRA_TUV,0.000,0.718
FRA_TWN,0.000,n.a.
FRA_TZA,0.000,0.683
FRA_UGA,0.000,0.967
FRA_UKR,0.000,0.523
FRA_URY,0.000,0.903
FRA_USA,0.000,1.456
FRA_UZB,0.000,1.492
FRA_VCT,0.000,0.502
FRA_VEN,0.000,0.678
FRA_VGB,0.000,0.503
FRA_VIR,0.000,0.503
FRA_VNM,0.000,1.185
FRA_VUT,0.000,0.708
FRA_WLF,0.000,n.a.
FRA_WSM,0.000,0.717
FRA_YEM,0.000,0.665
FRA_ZAF,0.000,0.888
FRA_ZMB,0.000,1.254
FRA_ZWE,0.000,1.086
FRO_ABW,0.000,0.140
FRO_AFG,0.000,0.845
FRO_AGO,0.000,0.724
FRO_AIA,0.000,n.a.
FRO_ALB,0.000,0.244
FRO_AND,0.000,0.273
FRO_ANT,0.000,n.a.
FRO_ARE,0.000,0.380
FRO_ARG,0.000,0.999
FRO_ARM,0.000,0.470
FRO_ASM,0.000,0.333
FRO_ATG,0.000,0.134
FRO_AUS,0.000,0.770
FRO_AUT,0.000,0.355
FRO_AZE,0.000,0.621
FRO_BDI,0.000,0.757
FRO_BEL,0.000,0.129
FRO_BEN,0.000,0.263
FRO_BFA,0.000,0.583
FRO_BGD,0.000,0.707
FRO_BGR,0.000,0.361
FRO_BHR,0.000,0.268
FRO_BHS,0.000,0.119
FRO_BIH,0.000,0.244
FRO_BLR,0.000,0.313
FRO_BLZ,0.000,0.185
FRO_BMU,0.000,0.099
FRO_BOL,0.000,1.198
FRO_BRA,0.000,0.753
FRO_BRB,0.000,0.140
FRO_BRN,0.000,0.365
FRO_BTN,0.000,0.707
FRO_BWA,0.000,0.695
FRO_CAF,0.000,0.715
FRO_CAN,0.000,0.602
FRO_CHE,0.000,0.346
FRO_CHL,0.000,0.372
FRO_CHN,0.000,1.037
FRO_CIV,0.000,0.331
FRO_CMR,0.000,0.373
FRO_COD,0.000,0.324
FRO_COG,0.000,0.431
FRO_COK,0.000,n.a.
FRO_COL,0.000,0.563
FRO_COM,0.000,0.282
FRO_CPV,0.000,0.131
FRO_CRI,0.000,0.234
FRO_CUB,0.000,0.185
FRO_CYM,0.000,0.138
FRO_CYP,0.000,0.176
FRO_CZE,0.000,0.334
FRO_DEU,0.000,0.263
FRO_DJI,0.000,0.330
FRO_DMA,0.000,0.137
FRO_DNK,0.000,0.088
FRO_DOM,0.000,0.158
FRO_DZA,0.000,0.350
FRO_ECU,0.000,0.358
FRO_EGY,0.000,0.316
FRO_ERI,0.000,0.458
FRO_ESP,0.000,0.401
FRO_EST,0.000,0.122
FRO_ETH,0.000,0.601
FRO_FIN,0.000,0.155
FRO_FJI,0.000,0.368
FRO_FLK,0.000,n.a.
FRO_FRA,0.000,0.460
FRO_FSM,0.000,0.388
FRO_GAB,0.000,0.272
FRO_GBR,0.000,0.164
FRO_GEO,0.000,0.362
FRO_GHA,0.000,0.251
FRO_GIB,0.000,0.096
FRO_GIN,0.000,0.216
FRO_GLP,0.000,n.a.
FRO_GMB,0.000,0.139
FRO_GNB,0.000,0.178
FRO_GNQ,0.000,0.221
FRO_GRC,0.000,0.208
FRO_GRD,0.000,0.144
FRO_GRL,0.000,0.168
FRO_GTM,0.000,0.301
FRO_GUF,0.000,n.a.
FRO_GUM,0.000,0.396
FRO_GUY,0.000,0.230
FRO_HKG,0.000,0.377
FRO_HND,0.000,0.288
FRO_HRV,0.000,0.276
FRO_HTI,0.000,0.147
FRO_HUN,0.000,0.391
FRO_IDN,0.000,0.448
FRO_IND,0.000,0.830
FRO_IRL,0.000,0.098
FRO_IRN,0.000,0.889
FRO_IRQ,0.000,0.573
FRO_ISL,0.000,0.117
FRO_ISR,0.000,0.199
FRO_ITA,0.000,0.202
FRO_JAM,0.000,0.153
FRO_JOR,0.000,0.330
FRO_JPN,0.000,0.621
FRO_KAZ,0.000,1.335
FRO_KEN,0.000,0.526
FRO_KGZ,0.000,1.411
FRO_KHM,0.000,0.457
FRO_KIR,0.000,0.295
FRO_KNA,0.000,0.134
FRO_KOR,0.000,0.604
FRO_KWT,0.000,0.329
FRO_LAO,0.000,0.652
FRO_LBN,0.000,0.195
FRO_LBR,0.000,0.431
FRO_LBY,0.000,0.277
FRO_LCA,0.000,0.140
FRO_LIE,0.000,0.383
FRO_LKA,0.000,0.354
FRO_LSO,0.000,0.509
FRO_LTU,0.000,0.109
FRO_LUX,0.000,0.170
FRO_LVA,0.000,0.174
FRO_MAC,0.000,0.376
FRO_MAR,0.000,0.262
FRO_MCO,0.000,0.121
FRO_MDA,0.000,0.357
FRO_MDG,0.000,0.473
FRO_MDV,0.000,0.272
FRO_MEX,0.000,0.487
FRO_MHL,0.000,0.345
FRO_MKD,0.000,0.274
FRO_MLI,0.000,0.540
FRO_MLT,0.000,0.128
FRO_MMR,0.000,0.867
FRO_MNE,0.000,0.167
FRO_MNG,0.000,1.476
FRO_MNP,0.000,0.395
FRO_MOZ,0.000,0.422
FRO_MRT,0.000,0.390
FRO_MSR,0.000,n.a.
FRO_MTQ,0.000,n.a.
FRO_MUS,0.000,0.297
FRO_MWI,0.000,0.891
FRO_MYS,0.000,0.417
FRO_MYT,0.000,n.a.
FRO_NAM,0.000,0.443
FRO_NCL,0.000,0.440
FRO_NER,0.000,0.631
FRO_NFK,0.000,n.a.
FRO_NGA,0.000,0.508
FRO_NIC,0.000,0.363
FRO_NIU,0.000,n.a.
FRO_NLD,0.000,0.143
FRO_NOR,0.000,0.152
FRO_NPL,0.000,0.935
FRO_NRU,0.000,0.359
FRO_NZL,0.000,0.647
FRO_OMN,0.000,0.661
FRO_PAK,0.000,0.841
FRO_PAN,0.000,0.212
FRO_PER,0.000,0.617
FRO_PHL,0.000,0.522
FRO_PLW,0.000,0.391
FRO_PNG,0.000,0.484
FRO_POL,0.000,0.287
FRO_PRI,0.000,0.134
FRO_PRK,0.000,0.657
FRO_PRT,0.000,0.134
FRO_PRY,0.000,0.801
FRO_PSE,0.000,0.164
FRO_PYF,0.000,0.299
FRO_QAT,0.000,0.281
FRO_REU,0.000,n.a.
FRO_ROU,0.000,0.296
FRO_RUS,0.000,0.838
FRO_RWA,0.000,0.744
FRO_SAU,0.000,0.631
FRO_SDN,0.000,0.681
FRO_SEN,0.000,0.197
FRO_SGP,0.000,0.328
FRO_SHN,0.000,n.a.
FRO_SLB,0.000,0.408
FRO_SLE,0.000,0.257
FRO_SLV,0.000,0.209
FRO_SMR,0.000,0.248
FRO_SOM,0.000,0.515
FRO_SPM,0.000,n.a.
FRO_SRB,0.000,0.325
FRO_STP,0.000,0.195
FRO_SUR,0.000,0.212
FRO_SVK,0.000,0.363
FRO_SVN,0.000,0.204
FRO_SWE,0.000,0.293
FRO_SWZ,0.000,0.417
FRO_SYC,0.000,0.264
FRO_SYR,0.000,0.296
FRO_TCA,0.000,0.122
FRO_TCD,0.000,0.817
FRO_TGO,0.000,0.219
FRO_THA,0.000,0.448
FRO_TJK,0.000,1.028
FRO_TKL,0.000,n.a.
FRO_TKM,0.000,1.004
FRO_TLS,0.000,0.456
FRO_TON,0.000,0.342
FRO_TTO,0.000,0.147
FRO_TUN,0.000,0.182
FRO_TUR,0.000,0.407
FRO_TUV,0.000,0.346
FRO_TWN,0.000,n.a.
FRO_TZA,0.000,0.432
FRO_UGA,0.000,0.716
FRO_UKR,0.000,0.250
FRO_URY,0.000,0.580
FRO_USA,0.000,1.056
FRO_UZB,0.000,1.232
FRO_VCT,0.000,0.142
FRO_VEN,0.000,0.315
FRO_VGB,0.000,0.133
FRO_VIR,0.000,0.134
FRO_VNM,0.000,0.937
FRO_VUT,0.000,0.376
FRO_WLF,0.000,n.a.
FRO_WSM,0.000,0.334
FRO_YEM,0.000,0.414
FRO_ZAF,0.000,0.603
FRO_ZMB,0.000,0.984
FRO_ZWE,0.000,0.816
FSM_ABW,0.000,0.297
FSM_AFG,0.000,0.803
FSM_AGO,0.000,0.845
FSM_AIA,0.000,n.a.
FSM_ALB,0.000,0.410
FSM_AND,0.000,0.471
FSM_ANT,0.000,n.a.
FSM_ARE,0.000,0.348
FSM_ARG,0.000,1.031
FSM_ARM,0.000,0.432
FSM_ASM,0.000,0.132
FSM_ATG,0.000,0.314
FSM_AUS,0.000,0.509
FSM_AUT,0.000,0.519
FSM_AZE,0.000,0.583
FSM_BDI,0.000,0.730
FSM_BEL,0.000,0.468
FSM_BEN,0.000,0.473
FSM_BFA,0.000,0.794
FSM_BGD,0.000,0.572
FSM_BGR,0.000,0.513
FSM_BHR,0.000,0.237
FSM_BHS,0.000,0.320
FSM_BIH,0.000,0.411
FSM_BLR,0.000,0.676
FSM_BLZ,0.000,0.350
FSM_BMU,0.000,0.330
FSM_BOL,0.000,1.259
FSM_BRA,0.000,0.928
FSM_BRB,0.000,0.315
FSM_BRN,0.000,0.117
FSM_BTN,0.000,0.572
FSM_BWA,0.000,0.670
FSM_CAF,0.000,0.905
FSM_CAN,0.000,1.813
FSM_CHE,0.000,0.544
FSM_CHL,0.000,0.434
FSM_CHN,0.000,0.738
FSM_CIV,0.000,0.554
FSM_CMR,0.000,0.563
FSM_COD,0.000,0.475
FSM_COG,0.000,0.587
FSM_COK,0.000,n.a.
FSM_COL,0.000,0.702
FSM_COM,0.000,0.237
FSM_CPV,0.000,0.376
FSM_CRI,0.000,0.368
FSM_CUB,0.000,0.360
FSM_CYM,0.000,0.302
FSM_CYP,0.000,0.306
FSM_CZE,0.000,0.683
FSM_DEU,0.000,0.611
FSM_DJI,0.000,0.358
FSM_DMA,0.000,0.313
FSM_DNK,0.000,0.452
FSM_DOM,0.000,0.342
FSM_DZA,0.000,0.582
FSM_ECU,0.000,0.465
FSM_EGY,0.000,0.437
FSM_ERI,0.000,0.490
FSM_ESP,0.000,0.649
FSM_EST,0.000,0.472
FSM_ETH,0.000,0.633
FSM_FIN,0.000,0.505
FSM_FJI,0.000,0.135
FSM_FLK,0.000,n.a.
FSM_FRA,0.000,0.658
FSM_FRO,0.000,0.388
FSM_GAB,0.000,0.451
FSM_GBR,0.000,0.492
FSM_GEO,0.000,0.518
FSM_GHA,0.000,0.465
FSM_GIB,0.000,0.344
FSM_GIN,0.000,0.480
FSM_GLP,0.000,n.a.
FSM_GMB,0.000,0.411
FSM_GNB,0.000,0.450
FSM_GNQ,0.000,0.403
FSM_GRC,0.000,0.360
FSM_GRD,0.000,0.312
FSM_GRL,0.000,0.469
FSM_GTM,0.000,0.373
FSM_GUF,0.000,n.a.
FSM_GUM,0.000,0.055
FSM_GUY,0.000,0.404
FSM_HKG,0.000,0.103
FSM_HND,0.000,0.447
FSM_HRV,0.000,0.440
FSM_HTI,0.000,0.326
FSM_HUN,0.000,0.555
FSM_IDN,0.000,0.234
FSM_IND,0.000,0.767
FSM_IRL,0.000,0.434
FSM_IRN,0.000,0.857
FSM_IRQ,0.000,0.538
FSM_ISL,0.000,0.457
FSM_ISR,0.000,0.320
FSM_ITA,0.000,0.387
FSM_JAM,0.000,0.322
FSM_JOR,0.000,0.431
FSM_JPN,0.000,0.303
FSM_KAZ,0.000,1.297
FSM_KEN,0.000,0.504
FSM_KGZ,0.000,1.368
FSM_KHM,0.000,0.231
FSM_KIR,0.000,0.142
FSM_KNA,0.000,0.312
FSM_KOR,0.000,0.296
FSM_KWT,0.000,0.293
FSM_LAO,0.000,0.425
FSM_LBN,0.000,0.324
FSM_LBR,0.000,0.663
FSM_LBY,0.000,0.462
FSM_LCA,0.000,0.313
FSM_LIE,0.000,0.548
FSM_LKA,0.000,0.242
FSM_LSO,0.000,0.484
FSM_LTU,0.000,0.472
FSM_LUX,0.000,0.509
FSM_LVA,0.000,0.529
FSM_MAC,0.000,0.104
FSM_MAR,0.000,0.512
FSM_MCO,0.000,0.316
FSM_MDA,0.000,0.511
FSM_MDG,0.000,0.413
FSM_MDV,0.000,0.182
FSM_MEX,0.000,0.521
FSM_MHL,0.000,0.084
FSM_MKD,0.000,0.441
FSM_MLI,0.000,0.804
FSM_MLT,0.000,0.307
FSM_MMR,0.000,0.702
FSM_MNE,0.000,0.334
FSM_MNG,0.000,1.177
FSM_MNP,0.000,0.057
FSM_MOZ,0.000,0.386
FSM_MRT,0.000,0.661
FSM_MSR,0.000,n.a.
FSM_MTQ,0.000,n.a.
FSM_MUS,0.000,0.219
FSM_MWI,0.000,0.863
FSM_MYS,0.000,0.226
FSM_MYT,0.000,n.a.
FSM_NAM,0.000,0.526
FSM_NCL,0.000,0.177
FSM_NER,0.000,0.841
FSM_NFK,0.000,n.a.
FSM_NGA,0.000,0.715
FSM_NIC,0.000,0.509
FSM_NIU,0.000,n.a.
FSM_NLD,0.000,0.482
FSM_NOR,0.000,0.510
FSM_NPL,0.000,0.800
FSM_NRU,0.000,0.082
FSM_NZL,0.000,0.419
FSM_OMN,0.000,0.652
FSM_PAK,0.000,0.799
FSM_PAN,0.000,0.342
FSM_PER,0.000,0.716
FSM_PHL,0.000,0.247
FSM_PLW,0.000,0.063
FSM_PNG,0.000,0.170
FSM_POL,0.000,0.652
FSM_PRI,0.000,0.308
FSM_PRK,0.000,0.350
FSM_PRT,0.000,0.401
FSM_PRY,0.000,0.900
FSM_PSE,0.000,0.284
FSM_PYF,0.000,0.170
FSM_QAT,0.000,0.250
FSM_REU,0.000,n.a.
FSM_ROU,0.000,0.450
FSM_RUS,0.000,3.488
FSM_RWA,0.000,0.717
FSM_SAU,0.000,0.701
FSM_SDN,0.000,0.757
FSM_SEN,0.000,0.469
FSM_SGP,0.000,0.124
FSM_SHN,0.000,n.a.
FSM_SLB,0.000,0.101
FSM_SLE,0.000,0.513
FSM_SLV,0.000,0.291
FSM_SMR,0.000,0.433
FSM_SOM,0.000,0.499
FSM_SPM,0.000,n.a.
FSM_SRB,0.000,0.493
FSM_STP,0.000,0.381
FSM_SUR,0.000,0.390
FSM_SVK,0.000,0.527
FSM_SVN,0.000,0.368
FSM_SWE,0.000,0.652
FSM_SWZ,0.000,0.380
FSM_SYC,0.000,0.216
FSM_SYR,0.000,0.426
FSM_TCA,0.000,0.307
FSM_TCD,0.000,1.006
FSM_TGO,0.000,0.431
FSM_THA,0.000,0.221
FSM_TJK,0.000,0.986
FSM_TKL,0.000,n.a.
FSM_TKM,0.000,0.972
FSM_TLS,0.000,0.177
FSM_TON,0.000,0.128
FSM_TTO,0.000,0.313
FSM_TUN,0.000,0.373
FSM_TUR,0.000,0.560
FSM_TUV,0.000,0.109
FSM_TWN,0.000,n.a.
FSM_TZA,0.000,0.405
FSM_UGA,0.000,0.694
FSM_UKR,0.000,0.407
FSM_URY,0.000,0.678
FSM_USA,0.000,1.886
FSM_UZB,0.000,1.190
FSM_VCT,0.000,0.312
FSM_VEN,0.000,0.467
FSM_VGB,0.000,0.310
FSM_VIR,0.000,0.309
FSM_VNM,0.000,0.701
FSM_VUT,0.000,0.114
FSM_WLF,0.000,n.a.
FSM_WSM,0.000,0.129
FSM_YEM,0.000,0.436
FSM_ZAF,0.000,0.578
FSM_ZMB,0.000,0.948
FSM_ZWE,0.000,0.780
GAB_ABW,0.000,0.261
GAB_AFG,0.000,0.949
GAB_AGO,0.000,0.653
GAB_AIA,0.000,n.a.
GAB_ALB,0.000,0.372
GAB_AND,0.000,0.401
GAB_ANT,0.000,n.a.
GAB_ARE,0.000,0.485
GAB_ARG,0.000,0.963
GAB_ARM,0.000,0.597
GAB_ASM,0.000,0.463
GAB_ATG,0.000,0.248
GAB_AUS,0.000,0.750
GAB_AUT,0.000,0.488
GAB_AZE,0.000,0.748
GAB_BDI,0.000,0.766
GAB_BEL,0.000,0.329
GAB_BEN,0.000,0.210
GAB_BFA,0.000,0.532
GAB_BGD,0.000,0.773
GAB_BGR,0.000,0.492
GAB_BHR,0.000,0.374
GAB_BHS,0.000,0.281
GAB_BIH,0.000,0.374
GAB_BLR,0.000,0.533
GAB_BLZ,0.000,0.339
GAB_BMU,0.000,0.252
GAB_BOL,0.000,1.290
GAB_BRA,0.000,0.746
GAB_BRB,0.000,0.243
GAB_BRN,0.000,0.411
GAB_BTN,0.000,0.774
GAB_BWA,0.000,0.625
GAB_CAF,0.000,0.641
GAB_CAN,0.000,0.779
GAB_CHE,0.000,0.473
GAB_CHL,0.000,0.464
GAB_CHN,0.000,1.087
GAB_CIV,0.000,0.298
GAB_CMR,0.000,0.298
GAB_COD,0.000,0.245
GAB_COG,0.000,0.352
GAB_COK,0.000,n.a.
GAB_COL,0.000,0.690
GAB_COM,0.000,0.268
GAB_CPV,0.000,0.187
GAB_CRI,0.000,0.370
GAB_CUB,0.000,0.337
GAB_CYM,0.000,0.284
GAB_CYP,0.000,0.310
GAB_CZE,0.000,0.544
GAB_DEU,0.000,0.473
GAB_DJI,0.000,0.459
GAB_DMA,0.000,0.246
GAB_DNK,0.000,0.309
GAB_DOM,0.000,0.298
GAB_DZA,0.000,0.481
GAB_ECU,0.000,0.491
GAB_EGY,0.000,0.451
GAB_ERI,0.000,0.592
GAB_ESP,0.000,0.532
GAB_EST,0.000,0.329
GAB_ETH,0.000,0.734
GAB_FIN,0.000,0.362
GAB_FJI,0.000,0.496
GAB_FLK,0.000,n.a.
GAB_FRA,0.000,0.588
GAB_FRO,0.000,0.272
GAB_FSM,0.000,0.451
GAB_GBR,0.000,0.355
GAB_GEO,0.000,0.490
GAB_GHA,0.000,0.204
GAB_GIB,0.000,0.228
GAB_GIN,0.000,0.230
GAB_GLP,0.000,n.a.
GAB_GMB,0.000,0.174
GAB_GNB,0.000,0.204
GAB_GNQ,0.000,0.139
GAB_GRC,0.000,0.340
GAB_GRD,0.000,0.246
GAB_GRL,0.000,0.349
GAB_GTM,0.000,0.429
GAB_GUF,0.000,n.a.
GAB_GUM,0.000,0.452
GAB_GUY,0.000,0.314
GAB_HKG,0.000,0.429
GAB_HND,0.000,0.438
GAB_HRV,0.000,0.410
GAB_HTI,0.000,0.292
GAB_HUN,0.000,0.525
GAB_IDN,0.000,0.477
GAB_IND,0.000,0.920
GAB_IRL,0.000,0.298
GAB_IRN,0.000,0.994
GAB_IRQ,0.000,0.677
GAB_ISL,0.000,0.342
GAB_ISR,0.000,0.334
GAB_ITA,0.000,0.328
GAB_JAM,0.000,0.299
GAB_JOR,0.000,0.465
GAB_JPN,0.000,0.672
GAB_KAZ,0.000,1.462
GAB_KEN,0.000,0.544
GAB_KGZ,0.000,1.514
GAB_KHM,0.000,0.505
GAB_KIR,0.000,0.428
GAB_KNA,0.000,0.250
GAB_KOR,0.000,0.655
GAB_KWT,0.000,0.432
GAB_LAO,0.000,0.700
GAB_LBN,0.000,0.329
GAB_LBR,0.000,0.412
GAB_LBY,0.000,0.410
GAB_LCA,0.000,0.245
GAB_LIE,0.000,0.517
GAB_LKA,0.000,0.412
GAB_LSO,0.000,0.439
GAB_LTU,0.000,0.328
GAB_LUX,0.000,0.370
GAB_LVA,0.000,0.386
GAB_MAC,0.000,0.428
GAB_MAR,0.000,0.394
GAB_MCO,0.000,0.248
GAB_MDA,0.000,0.489
GAB_MDG,0.000,0.447
GAB_MDV,0.000,0.330
GAB_MEX,0.000,0.611
GAB_MHL,0.000,0.478
GAB_MKD,0.000,0.403
GAB_MLI,0.000,0.554
GAB_MLT,0.000,0.260
GAB_MMR,0.000,0.921
GAB_MNE,0.000,0.296
GAB_MNG,0.000,1.526
GAB_MNP,0.000,0.455
GAB_MOZ,0.000,0.352
GAB_MRT,0.000,0.458
GAB_MSR,0.000,n.a.
GAB_MTQ,0.000,n.a.
GAB_MUS,0.000,0.271
GAB_MWI,0.000,0.900
GAB_MYS,0.000,0.466
GAB_MYT,0.000,n.a.
GAB_NAM,0.000,0.372
GAB_NCL,0.000,0.520
GAB_NER,0.000,0.578
GAB_NFK,0.000,n.a.
GAB_NGA,0.000,0.452
GAB_NIC,0.000,0.503
GAB_NIU,0.000,n.a.
GAB_NLD,0.000,0.343
GAB_NOR,0.000,0.367
GAB_NPL,0.000,1.002
GAB_NRU,0.000,0.479
GAB_NZL,0.000,0.727
GAB_OMN,0.000,0.767
GAB_PAK,0.000,0.945
GAB_PAN,0.000,0.344
GAB_PER,0.000,0.749
GAB_PHL,0.000,0.571
GAB_PLW,0.000,0.431
GAB_PNG,0.000,0.514
GAB_POL,0.000,0.510
GAB_PRI,0.000,0.254
GAB_PRK,0.000,0.708
GAB_PRT,0.000,0.277
GAB_PRY,0.000,0.780
GAB_PSE,0.000,0.300
GAB_PYF,0.000,0.426
GAB_QAT,0.000,0.386
GAB_REU,0.000,n.a.
GAB_ROU,0.000,0.428
GAB_RUS,0.000,0.964
GAB_RWA,0.000,0.753
GAB_SAU,0.000,0.765
GAB_SDN,0.000,0.815
GAB_SEN,0.000,0.237
GAB_SGP,0.000,0.377
GAB_SHN,0.000,n.a.
GAB_SLB,0.000,0.474
GAB_SLE,0.000,0.263
GAB_SLV,0.000,0.338
GAB_SMR,0.000,0.373
GAB_SOM,0.000,0.583
GAB_SPM,0.000,n.a.
GAB_SRB,0.000,0.455
GAB_STP,0.000,0.118
GAB_SUR,0.000,0.286
GAB_SVK,0.000,0.497
GAB_SVN,0.000,0.338
GAB_SWE,0.000,0.511
GAB_SWZ,0.000,0.346
GAB_SYC,0.000,0.292
GAB_SYR,0.000,0.429
GAB_TCA,0.000,0.270
GAB_TCD,0.000,0.742
GAB_TGO,0.000,0.168
GAB_THA,0.000,0.496
GAB_TJK,0.000,1.132
GAB_TKL,0.000,n.a.
GAB_TKM,0.000,1.109
GAB_TLS,0.000,0.479
GAB_TON,0.000,0.470
GAB_TTO,0.000,0.246
GAB_TUN,0.000,0.313
GAB_TUR,0.000,0.537
GAB_TUV,0.000,0.478
GAB_TWN,0.000,n.a.
GAB_TZA,0.000,0.441
GAB_UGA,0.000,0.734
GAB_UKR,0.000,0.382
GAB_URY,0.000,0.558
GAB_USA,0.000,1.212
GAB_UZB,0.000,1.336
GAB_VCT,0.000,0.246
GAB_VEN,0.000,0.421
GAB_VGB,0.000,0.253
GAB_VIR,0.000,0.253
GAB_VNM,0.000,0.987
GAB_VUT,0.000,0.475
GAB_WLF,0.000,n.a.
GAB_WSM,0.000,0.464
GAB_YEM,0.000,0.537
GAB_ZAF,0.000,0.533
GAB_ZMB,0.000,0.914
GAB_ZWE,0.000,0.746
GBR_ABW,0.000,0.244
GBR_AFG,0.000,0.928
GBR_AGO,0.000,0.806
GBR_AIA,0.000,n.a.
GBR_ALB,0.000,0.322
GBR_AND,0.000,0.351
GBR_ANT,0.000,n.a.
GBR_ARE,0.000,0.463
GBR_ARG,0.000,1.085
GBR_ARM,0.000,0.547
GBR_ASM,0.000,0.438
GBR_ATG,0.000,0.229
GBR_AUS,0.000,0.850
GBR_AUT,0.000,0.437
GBR_AZE,0.000,0.698
GBR_BDI,0.000,0.839
GBR_BEL,0.000,0.214
GBR_BEN,0.000,0.345
GBR_BFA,0.000,0.665
GBR_BGD,0.000,0.790
GBR_BGR,0.000,0.442
GBR_BHR,0.000,0.352
GBR_BHS,0.000,0.244
GBR_BIH,0.000,0.324
GBR_BLR,0.000,0.418
GBR_BLZ,0.000,0.309
GBR_BMU,0.000,0.220
GBR_BOL,0.000,1.306
GBR_BRA,0.000,0.836
GBR_BRB,0.000,0.235
GBR_BRN,0.000,0.445
GBR_BTN,0.000,0.790
GBR_BWA,0.000,0.777
GBR_CAF,0.000,0.798
GBR_CAN,0.000,0.742
GBR_CHE,0.000,0.423
GBR_CHL,0.000,0.480
GBR_CHN,0.000,1.117
GBR_CIV,0.000,0.413
GBR_CMR,0.000,0.455
GBR_COD,0.000,0.406
GBR_COG,0.000,0.514
GBR_COK,0.000,n.a.
GBR_COL,0.000,0.668
GBR_COM,0.000,0.364
GBR_CPV,0.000,0.210
GBR_CRI,0.000,0.344
GBR_CUB,0.000,0.306
GBR_CYM,0.000,0.252
GBR_CYP,0.000,0.259
GBR_CZE,0.000,0.428
GBR_DEU,0.000,0.357
GBR_DJI,0.000,0.412
GBR_DMA,0.000,0.232
GBR_DNK,0.000,0.194
GBR_DOM,0.000,0.265
GBR_DZA,0.000,0.431
GBR_ECU,0.000,0.465
GBR_EGY,0.000,0.399
GBR_ERI,0.000,0.541
GBR_ESP,0.000,0.482
GBR_EST,0.000,0.215
GBR_ETH,0.000,0.683
GBR_FIN,0.000,0.248
GBR_FJI,0.000,0.473
GBR_FLK,0.000,n.a.
GBR_FRA,0.000,0.538
GBR_FRO,0.000,0.164
GBR_FSM,0.000,0.492
GBR_GAB,0.000,0.355
GBR_GEO,0.000,0.440
GBR_GHA,0.000,0.334
GBR_GIB,0.000,0.177
GBR_GIN,0.000,0.299
GBR_GLP,0.000,n.a.
GBR_GMB,0.000,0.221
GBR_GNB,0.000,0.260
