_id,t,o
TLS_ZMB,0.000,0.976
TLS_ZWE,0.000,0.808
TON_ABW,0.000,0.248
TON_AFG,0.000,0.879
TON_AGO,0.000,0.890
TON_AIA,0.000,n.a.
TON_ALB,0.000,0.485
TON_AND,0.000,0.536
TON_ANT,0.000,n.a.
TON_ARE,0.000,0.423
TON_ARG,0.000,0.939
TON_ARM,0.000,0.500
TON_ASM,0.000,0.051
TON_ATG,0.000,0.265
TON_AUS,0.000,0.464
TON_AUT,0.000,0.594
TON_AZE,0.000,0.651
TON_BDI,0.000,0.789
TON_BEL,0.000,0.420
TON_BEN,0.000,0.461
TON_BFA,0.000,0.781
TON_BGD,0.000,0.647
TON_BGR,0.000,0.588
TON_BHR,0.000,0.312
TON_BHS,0.000,0.270
TON_BIH,0.000,0.486
TON_BLR,0.000,0.628
TON_BLZ,0.000,0.299
TON_BMU,0.000,0.284
TON_BOL,0.000,1.168
TON_BRA,0.000,0.834
TON_BRB,0.000,0.266
TON_BRN,0.000,0.200
TON_BTN,0.000,0.647
TON_BWA,0.000,0.724
TON_CAF,0.000,0.913
TON_CAN,0.000,1.823
TON_CHE,0.000,0.609
TON_CHL,0.000,0.343
TON_CHN,0.000,0.825
TON_CIV,0.000,0.529
TON_CMR,0.000,0.571
TON_COD,0.000,0.520
TON_COG,0.000,0.630
TON_COK,0.000,n.a.
TON_COL,0.000,0.652
TON_COM,0.000,0.290
TON_CPV,0.000,0.327
TON_CRI,0.000,0.318
TON_CUB,0.000,0.308
TON_CYM,0.000,0.251
TON_CYP,0.000,0.380
TON_CZE,0.000,0.635
TON_DEU,0.000,0.563
TON_DJI,0.000,0.431
TON_DMA,0.000,0.264
TON_DNK,0.000,0.404
TON_DOM,0.000,0.293
TON_DZA,0.000,0.617
TON_ECU,0.000,0.400
TON_EGY,0.000,0.512
TON_ERI,0.000,0.564
TON_ESP,0.000,0.668
TON_EST,0.000,0.424
TON_ETH,0.000,0.707
TON_FIN,0.000,0.457
TON_FJI,0.000,0.067
TON_FLK,0.000,n.a.
TON_FRA,0.000,0.723
TON_FRO,0.000,0.342
TON_FSM,0.000,0.128
TON_GAB,0.000,0.470
TON_GBR,0.000,0.447
TON_GEO,0.000,0.592
TON_GHA,0.000,0.449
TON_GIB,0.000,0.363
TON_GIN,0.000,0.415
TON_GLP,0.000,n.a.
TON_GMB,0.000,0.341
TON_GNB,0.000,0.377
TON_GNQ,0.000,0.419
TON_GRC,0.000,0.435
TON_GRD,0.000,0.262
TON_GRL,0.000,0.421
TON_GTM,0.000,0.327
TON_GUF,0.000,n.a.
TON_GUM,0.000,0.143
TON_GUY,0.000,0.354
TON_HKG,0.000,0.196
TON_HND,0.000,0.397
TON_HRV,0.000,0.515
TON_HTI,0.000,0.278
TON_HUN,0.000,0.630
TON_IDN,0.000,0.295
TON_IND,0.000,0.841
TON_IRL,0.000,0.390
TON_IRN,0.000,0.932
TON_IRQ,0.000,0.613
TON_ISL,0.000,0.411
TON_ISR,0.000,0.395
TON_ITA,0.000,0.462
TON_JAM,0.000,0.273
TON_JOR,0.000,0.506
TON_JPN,0.000,0.388
TON_KAZ,0.000,1.365
TON_KEN,0.000,0.564
TON_KGZ,0.000,1.445
TON_KHM,0.000,0.314
TON_KIR,0.000,0.095
TON_KNA,0.000,0.263
TON_KOR,0.000,0.381
TON_KWT,0.000,0.368
TON_LAO,0.000,0.509
TON_LBN,0.000,0.398
TON_LBR,0.000,0.629
TON_LBY,0.000,0.534
TON_LCA,0.000,0.264
TON_LIE,0.000,0.623
TON_LKA,0.000,0.315
TON_LSO,0.000,0.538
TON_LTU,0.000,0.424
TON_LUX,0.000,0.461
TON_LVA,0.000,0.481
TON_MAC,0.000,0.197
TON_MAR,0.000,0.529
TON_MCO,0.000,0.384
TON_MDA,0.000,0.585
TON_MDG,0.000,0.467
TON_MDV,0.000,0.253
TON_MEX,0.000,0.476
TON_MHL,0.000,0.105
TON_MKD,0.000,0.516
TON_MLI,0.000,0.739
TON_MLT,0.000,0.382
TON_MMR,0.000,0.775
TON_MNE,0.000,0.409
TON_MNG,0.000,1.264
TON_MNP,0.000,0.143
TON_MOZ,0.000,0.440
TON_MRT,0.000,0.611
TON_MSR,0.000,n.a.
TON_MTQ,0.000,n.a.
TON_MUS,0.000,0.273
TON_MWI,0.000,0.923
TON_MYS,0.000,0.299
TON_MYT,0.000,n.a.
TON_NAM,0.000,0.572
TON_NCL,0.000,0.136
TON_NER,0.000,0.829
TON_NFK,0.000,n.a.
TON_NGA,0.000,0.706
TON_NIC,0.000,0.459
TON_NIU,0.000,n.a.
TON_NLD,0.000,0.434
TON_NOR,0.000,0.461
TON_NPL,0.000,0.875
TON_NRU,0.000,0.092
TON_NZL,0.000,0.351
TON_OMN,0.000,0.727
TON_PAK,0.000,0.875
TON_PAN,0.000,0.292
TON_PER,0.000,0.643
TON_PHL,0.000,0.337
TON_PLW,0.000,0.149
TON_PNG,0.000,0.192
TON_POL,0.000,0.607
TON_PRI,0.000,0.260
TON_PRK,0.000,0.435
TON_PRT,0.000,0.396
TON_PRY,0.000,0.809
TON_PSE,0.000,0.359
TON_PYF,0.000,0.083
TON_QAT,0.000,0.324
TON_REU,0.000,n.a.
TON_ROU,0.000,0.525
TON_RUS,0.000,3.555
TON_RWA,0.000,0.776
TON_SAU,0.000,0.775
TON_SDN,0.000,0.832
TON_SEN,0.000,0.402
TON_SGP,0.000,0.197
TON_SHN,0.000,n.a.
TON_SLB,0.000,0.121
TON_SLE,0.000,0.455
TON_SLV,0.000,0.244
TON_SMR,0.000,0.508
TON_SOM,0.000,0.571
TON_SPM,0.000,n.a.
TON_SRB,0.000,0.568
TON_STP,0.000,0.393
TON_SUR,0.000,0.340
TON_SVK,0.000,0.602
TON_SVN,0.000,0.443
TON_SWE,0.000,0.604
TON_SWZ,0.000,0.435
TON_SYC,0.000,0.276
TON_SYR,0.000,0.500
TON_TCA,0.000,0.259
TON_TCD,0.000,1.015
TON_TGO,0.000,0.417
TON_THA,0.000,0.305
TON_TJK,0.000,1.062
TON_TKL,0.000,n.a.
TON_TKM,0.000,1.047
TON_TLS,0.000,0.226
TON_TTO,0.000,0.263
TON_TUN,0.000,0.448
TON_TUR,0.000,0.635
TON_TUV,0.000,0.067
TON_TWN,0.000,n.a.
TON_TZA,0.000,0.464
TON_UGA,0.000,0.754
TON_UKR,0.000,0.480
TON_URY,0.000,0.587
TON_USA,0.000,1.873
TON_UZB,0.000,1.266
TON_VCT,0.000,0.262
TON_VEN,0.000,0.417
TON_VGB,0.000,0.261
TON_VIR,0.000,0.261
TON_VNM,0.000,0.785
TON_VUT,0.000,0.076
TON_WLF,0.000,n.a.
TON_WSM,0.000,0.051
TON_YEM,0.000,0.510
TON_ZAF,0.000,0.632
TON_ZMB,0.000,1.002
TON_ZWE,0.000,0.834
TTO_ABW,0.000,0.056
TTO_AFG,0.000,0.905
TTO_AGO,0.000,0.694
TTO_AIA,0.000,n.a.
TTO_ALB,0.000,0.288
TTO_AND,0.000,0.317
TTO_ANT,0.000,n.a.
TTO_ARE,0.000,0.441
TTO_ARG,0.000,0.901
TTO_ARM,0.000,0.513
TTO_ASM,0.000,0.256
TTO_ATG,0.000,0.054
TTO_AUS,0.000,0.684
TTO_AUT,0.000,0.406
TTO_AZE,0.000,0.664
TTO_BDI,0.000,0.785
TTO_BEL,0.000,0.215
TTO_BEN,0.000,0.237
TTO_BFA,0.000,0.557
TTO_BGD,0.000,0.773
TTO_BGR,0.000,0.408
TTO_BHR,0.000,0.330
TTO_BHS,0.000,0.082
TTO_BIH,0.000,0.290
TTO_BLR,0.000,0.423
TTO_BLZ,0.000,0.134
TTO_BMU,0.000,0.087
TTO_BOL,0.000,1.124
TTO_BRA,0.000,0.670
TTO_BRB,0.000,0.047
TTO_BRN,0.000,0.432
TTO_BTN,0.000,0.773
TTO_BWA,0.000,0.643
TTO_CAF,0.000,0.689
TTO_CAN,0.000,0.642
TTO_CHE,0.000,0.389
TTO_CHL,0.000,0.299
TTO_CHN,0.000,0.997
TTO_CIV,0.000,0.305
TTO_CMR,0.000,0.347
TTO_COD,0.000,0.298
TTO_COG,0.000,0.405
TTO_COK,0.000,n.a.
TTO_COL,0.000,0.484
TTO_COM,0.000,0.287
TTO_CPV,0.000,0.106
TTO_CRI,0.000,0.164
TTO_CUB,0.000,0.131
TTO_CYM,0.000,0.079
TTO_CYP,0.000,0.234
TTO_CZE,0.000,0.429
TTO_DEU,0.000,0.358
TTO_DJI,0.000,0.392
TTO_DMA,0.000,0.051
TTO_DNK,0.000,0.199
TTO_DOM,0.000,0.098
TTO_DZA,0.000,0.398
TTO_ECU,0.000,0.284
TTO_EGY,0.000,0.375
TTO_ERI,0.000,0.520
TTO_ESP,0.000,0.449
TTO_EST,0.000,0.219
TTO_ETH,0.000,0.663
TTO_FIN,0.000,0.252
TTO_FJI,0.000,0.289
TTO_FLK,0.000,n.a.
TTO_FRA,0.000,0.504
TTO_FRO,0.000,0.147
TTO_FSM,0.000,0.313
TTO_GAB,0.000,0.246
TTO_GBR,0.000,0.242
TTO_GEO,0.000,0.406
TTO_GHA,0.000,0.225
TTO_GIB,0.000,0.144
TTO_GIN,0.000,0.192
TTO_GLP,0.000,n.a.
TTO_GMB,0.000,0.122
TTO_GNB,0.000,0.156
TTO_GNQ,0.000,0.194
TTO_GRC,0.000,0.256
TTO_GRD,0.000,0.044
TTO_GRL,0.000,0.223
TTO_GTM,0.000,0.223
TTO_GUF,0.000,n.a.
TTO_GUM,0.000,0.321
TTO_GUY,0.000,0.131
TTO_HKG,0.000,0.375
TTO_HND,0.000,0.233
TTO_HRV,0.000,0.327
TTO_HTI,0.000,0.091
TTO_HUN,0.000,0.442
TTO_IDN,0.000,0.509
TTO_IND,0.000,0.895
TTO_IRL,0.000,0.185
TTO_IRN,0.000,0.950
TTO_IRQ,0.000,0.636
TTO_ISL,0.000,0.213
TTO_ISR,0.000,0.258
TTO_ITA,0.000,0.244
TTO_JAM,0.000,0.094
TTO_JOR,0.000,0.390
TTO_JPN,0.000,0.541
TTO_KAZ,0.000,1.378
TTO_KEN,0.000,0.563
TTO_KGZ,0.000,1.470
TTO_KHM,0.000,0.522
TTO_KIR,0.000,0.220
TTO_KNA,0.000,0.055
TTO_KOR,0.000,0.542
TTO_KWT,0.000,0.392
TTO_LAO,0.000,0.718
TTO_LBN,0.000,0.253
TTO_LBR,0.000,0.405
TTO_LBY,0.000,0.326
TTO_LCA,0.000,0.047
TTO_LIE,0.000,0.434
TTO_LKA,0.000,0.420
TTO_LSO,0.000,0.457
TTO_LTU,0.000,0.219
TTO_LUX,0.000,0.256
TTO_LVA,0.000,0.276
TTO_MAC,0.000,0.376
TTO_MAR,0.000,0.310
TTO_MCO,0.000,0.164
TTO_MDA,0.000,0.405
TTO_MDG,0.000,0.470
TTO_MDV,0.000,0.337
TTO_MEX,0.000,0.406
TTO_MHL,0.000,0.270
TTO_MKD,0.000,0.319
TTO_MLI,0.000,0.516
TTO_MLT,0.000,0.176
TTO_MMR,0.000,0.933
TTO_MNE,0.000,0.212
TTO_MNG,0.000,1.436
TTO_MNP,0.000,0.319
TTO_MOZ,0.000,0.370
TTO_MRT,0.000,0.392
TTO_MSR,0.000,n.a.
TTO_MTQ,0.000,n.a.
TTO_MUS,0.000,0.296
TTO_MWI,0.000,0.919
TTO_MYS,0.000,0.483
TTO_MYT,0.000,n.a.
TTO_NAM,0.000,0.402
TTO_NCL,0.000,0.359
TTO_NER,0.000,0.605
TTO_NFK,0.000,n.a.
TTO_NGA,0.000,0.482
TTO_NIC,0.000,0.298
TTO_NIU,0.000,n.a.
TTO_NLD,0.000,0.228
TTO_NOR,0.000,0.256
TTO_NPL,0.000,1.001
TTO_NRU,0.000,0.285
TTO_NZL,0.000,0.554
TTO_OMN,0.000,0.723
TTO_PAK,0.000,0.901
TTO_PAN,0.000,0.138
TTO_PER,0.000,0.542
TTO_PHL,0.000,0.518
TTO_PLW,0.000,0.335
TTO_PNG,0.000,0.409
TTO_POL,0.000,0.401
TTO_PRI,0.000,0.058
TTO_PRK,0.000,0.578
TTO_PRT,0.000,0.174
TTO_PRY,0.000,0.712
TTO_PSE,0.000,0.224
TTO_PYF,0.000,0.220
TTO_QAT,0.000,0.342
TTO_REU,0.000,n.a.
TTO_ROU,0.000,0.344
TTO_RUS,0.000,0.881
TTO_RWA,0.000,0.772
TTO_SAU,0.000,0.692
TTO_SDN,0.000,0.742
TTO_SEN,0.000,0.182
TTO_SGP,0.000,0.393
TTO_SHN,0.000,n.a.
TTO_SLB,0.000,0.333
TTO_SLE,0.000,0.232
TTO_SLV,0.000,0.133
TTO_SMR,0.000,0.290
TTO_SOM,0.000,0.577
TTO_SPM,0.000,n.a.
TTO_SRB,0.000,0.371
TTO_STP,0.000,0.168
TTO_SUR,0.000,0.116
TTO_SVK,0.000,0.414
TTO_SVN,0.000,0.255
TTO_SWE,0.000,0.399
TTO_SWZ,0.000,0.365
TTO_SYC,0.000,0.313
TTO_SYR,0.000,0.353
TTO_TCA,0.000,0.070
TTO_TCD,0.000,0.790
TTO_TGO,0.000,0.193
TTO_THA,0.000,0.513
TTO_TJK,0.000,1.088
TTO_TKL,0.000,n.a.
TTO_TKM,0.000,1.066
TTO_TLS,0.000,0.443
TTO_TON,0.000,0.263
TTO_TUN,0.000,0.229
TTO_TUR,0.000,0.453
TTO_TUV,0.000,0.271
TTO_TWN,0.000,n.a.
TTO_TZA,0.000,0.460
TTO_UGA,0.000,0.753
TTO_UKR,0.000,0.298
TTO_URY,0.000,0.490
TTO_USA,0.000,1.010
TTO_UZB,0.000,1.292
TTO_VCT,0.000,0.045
TTO_VEN,0.000,0.215
TTO_VGB,0.000,0.057
TTO_VIR,0.000,0.057
TTO_VNM,0.000,1.003
TTO_VUT,0.000,0.298
TTO_WLF,0.000,n.a.
TTO_WSM,0.000,0.257
TTO_YEM,0.000,0.476
TTO_ZAF,0.000,0.551
TTO_ZMB,0.000,0.932
TTO_ZWE,0.000,0.764
TUN_ABW,0.000,0.242
TUN_AFG,0.000,0.820
TUN_AGO,0.000,0.763
TUN_AIA,0.000,n.a.
TUN_ALB,0.000,0.222
TUN_AND,0.000,0.268
TUN_ANT,0.000,n.a.
TUN_ARE,0.000,0.349
TUN_ARG,0.000,1.042
TUN_ARM,0.000,0.446
TUN_ASM,0.000,0.441
TUN_ATG,0.000,0.224
TUN_AUS,0.000,0.742
TUN_AUT,0.000,0.335
TUN_AZE,0.000,0.597
TUN_BDI,0.000,0.722
TUN_BEL,0.000,0.237
TUN_BEN,0.000,0.303
TUN_BFA,0.000,0.623
TUN_BGD,0.000,0.675
TUN_BGR,0.000,0.341
TUN_BHR,0.000,0.238
TUN_BHS,0.000,0.245
TUN_BIH,0.000,0.224
TUN_BLR,0.000,0.441
TUN_BLZ,0.000,0.313
TUN_BMU,0.000,0.219
TUN_BOL,0.000,1.313
TUN_BRA,0.000,0.802
TUN_BRB,0.000,0.223
TUN_BRN,0.000,0.326
TUN_BTN,0.000,0.676
TUN_BWA,0.000,0.694
TUN_CAF,0.000,0.756
TUN_CAN,0.000,0.726
TUN_CHE,0.000,0.341
TUN_CHL,0.000,0.487
TUN_CHN,0.000,1.002
TUN_CIV,0.000,0.371
TUN_CMR,0.000,0.413
TUN_COD,0.000,0.364
TUN_COG,0.000,0.472
TUN_COK,0.000,n.a.
TUN_COL,0.000,0.669
TUN_COM,0.000,0.247
TUN_CPV,0.000,0.173
TUN_CRI,0.000,0.349
TUN_CUB,0.000,0.309
TUN_CYM,0.000,0.256
TUN_CYP,0.000,0.153
TUN_CZE,0.000,0.452
TUN_DEU,0.000,0.380
TUN_DJI,0.000,0.295
TUN_DMA,0.000,0.225
TUN_DNK,0.000,0.217
TUN_DOM,0.000,0.269
TUN_DZA,0.000,0.364
TUN_ECU,0.000,0.469
TUN_EGY,0.000,0.288
TUN_ERI,0.000,0.424
TUN_ESP,0.000,0.431
TUN_EST,0.000,0.237
TUN_ETH,0.000,0.566
TUN_FIN,0.000,0.270
TUN_FJI,0.000,0.449
TUN_FLK,0.000,n.a.
TUN_FRA,0.000,0.456
TUN_FRO,0.000,0.182
TUN_FSM,0.000,0.373
TUN_GAB,0.000,0.313
TUN_GBR,0.000,0.263
TUN_GEO,0.000,0.339
TUN_GHA,0.000,0.291
TUN_GIB,0.000,0.126
TUN_GIN,0.000,0.256
TUN_GLP,0.000,n.a.
TUN_GMB,0.000,0.179
TUN_GNB,0.000,0.218
TUN_GNQ,0.000,0.262
TUN_GRC,0.000,0.188
TUN_GRD,0.000,0.227
TUN_GRL,0.000,0.262
TUN_GTM,0.000,0.410
TUN_GUF,0.000,n.a.
TUN_GUM,0.000,0.372
TUN_GUY,0.000,0.304
TUN_HKG,0.000,0.343
TUN_HND,0.000,0.413
TUN_HRV,0.000,0.256
TUN_HTI,0.000,0.262
TUN_HUN,0.000,0.372
TUN_IDN,0.000,0.411
TUN_IND,0.000,0.799
TUN_IRL,0.000,0.207
TUN_IRN,0.000,0.858
TUN_IRQ,0.000,0.538
TUN_ISL,0.000,0.251
TUN_ISR,0.000,0.172
TUN_ITA,0.000,0.187
TUN_JAM,0.000,0.271
TUN_JOR,0.000,0.301
TUN_JPN,0.000,0.589
TUN_KAZ,0.000,1.311
TUN_KEN,0.000,0.492
TUN_KGZ,0.000,1.385
TUN_KHM,0.000,0.418
TUN_KIR,0.000,0.406
TUN_KNA,0.000,0.226
TUN_KOR,0.000,0.572
TUN_KWT,0.000,0.294
TUN_LAO,0.000,0.612
TUN_LBN,0.000,0.172
TUN_LBR,0.000,0.471
TUN_LBY,0.000,0.257
TUN_LCA,0.000,0.225
TUN_LIE,0.000,0.364
TUN_LKA,0.000,0.316
TUN_LSO,0.000,0.509
TUN_LTU,0.000,0.236
TUN_LUX,0.000,0.278
TUN_LVA,0.000,0.294
TUN_MAC,0.000,0.342
TUN_MAR,0.000,0.293
TUN_MCO,0.000,0.116
TUN_MDA,0.000,0.337
TUN_MDG,0.000,0.437
TUN_MDV,0.000,0.234
TUN_MEX,0.000,0.594
TUN_MHL,0.000,0.416
TUN_MKD,0.000,0.253
TUN_MLI,0.000,0.580
TUN_MLT,0.000,0.107
TUN_MMR,0.000,0.831
TUN_MNE,0.000,0.146
TUN_MNG,0.000,1.441
TUN_MNP,0.000,0.375
TUN_MOZ,0.000,0.407
TUN_MRT,0.000,0.429
TUN_MSR,0.000,n.a.
TUN_MTQ,0.000,n.a.
TUN_MUS,0.000,0.264
TUN_MWI,0.000,0.856
TUN_MYS,0.000,0.379
TUN_MYT,0.000,n.a.
TUN_NAM,0.000,0.482
TUN_NCL,0.000,0.479
TUN_NER,0.000,0.672
TUN_NFK,0.000,n.a.
TUN_NGA,0.000,0.548
TUN_NIC,0.000,0.481
TUN_NIU,0.000,n.a.
TUN_NLD,0.000,0.250
TUN_NOR,0.000,0.275
TUN_NPL,0.000,0.904
TUN_NRU,0.000,0.412
TUN_NZL,0.000,0.715
TUN_OMN,0.000,0.629
TUN_PAK,0.000,0.816
TUN_PAN,0.000,0.323
TUN_PER,0.000,0.728
TUN_PHL,0.000,0.485
TUN_PLW,0.000,0.352
TUN_PNG,0.000,0.455
TUN_POL,0.000,0.418
TUN_PRI,0.000,0.229
TUN_PRK,0.000,0.624
TUN_PRT,0.000,0.184
TUN_PRY,0.000,0.849
TUN_PSE,0.000,0.136
TUN_PYF,0.000,0.406
TUN_QAT,0.000,0.251
TUN_REU,0.000,n.a.
TUN_ROU,0.000,0.276
TUN_RUS,0.000,0.814
TUN_RWA,0.000,0.710
TUN_SAU,0.000,0.599
TUN_SDN,0.000,0.649
TUN_SEN,0.000,0.237
TUN_SGP,0.000,0.289
TUN_SHN,0.000,n.a.
TUN_SLB,0.000,0.416
TUN_SLE,0.000,0.297
TUN_SLV,0.000,0.318
TUN_SMR,0.000,0.233
TUN_SOM,0.000,0.481
TUN_SPM,0.000,n.a.
TUN_SRB,0.000,0.305
TUN_STP,0.000,0.235
TUN_SUR,0.000,0.278
TUN_SVK,0.000,0.344
TUN_SVN,0.000,0.184
TUN_SWE,0.000,0.418
TUN_SWZ,0.000,0.402
TUN_SYC,0.000,0.227
TUN_SYR,0.000,0.273
TUN_TCA,0.000,0.239
TUN_TCD,0.000,0.857
TUN_TGO,0.000,0.259
TUN_THA,0.000,0.408
TUN_TJK,0.000,1.003
TUN_TKL,0.000,n.a.
TUN_TKM,0.000,0.973
TUN_TLS,0.000,0.418
TUN_TON,0.000,0.448
TUN_TTO,0.000,0.229
TUN_TUR,0.000,0.386
TUN_TUV,0.000,0.433
TUN_TWN,0.000,n.a.
TUN_TZA,0.000,0.398
TUN_UGA,0.000,0.682
TUN_UKR,0.000,0.230
TUN_URY,0.000,0.628
TUN_USA,0.000,1.181
TUN_UZB,0.000,1.207
TUN_VCT,0.000,0.227
TUN_VEN,0.000,0.403
TUN_VGB,0.000,0.228
TUN_VIR,0.000,0.228
TUN_VNM,0.000,0.900
TUN_VUT,0.000,0.422
TUN_WLF,0.000,n.a.
TUN_WSM,0.000,0.442
TUN_YEM,0.000,0.379
TUN_ZAF,0.000,0.602
TUN_ZMB,0.000,0.969
TUN_ZWE,0.000,0.801
TUR_ABW,0.000,0.466
TUR_AFG,0.000,1.004
TUR_AGO,0.000,0.987
TUR_AIA,0.000,n.a.
TUR_ALB,0.000,0.423
TUR_AND,0.000,0.490
TUR_ANT,0.000,n.a.
TUR_ARE,0.000,0.536
TUR_ARG,0.000,1.268
TUR_ARM,0.000,0.606
TUR_ASM,0.000,0.638
TUR_ATG,0.000,0.448
TUR_AUS,0.000,0.923
TUR_AUT,0.000,0.535
TUR_AZE,0.000,0.757
TUR_BDI,0.000,0.909
TUR_BEL,0.000,0.461
TUR_BEN,0.000,0.527
TUR_BFA,0.000,0.847
TUR_BGD,0.000,0.862
TUR_BGR,0.000,0.499
TUR_BHR,0.000,0.424
TUR_BHS,0.000,0.470
TUR_BIH,0.000,0.425
TUR_BLR,0.000,0.665
TUR_BLZ,0.000,0.537
TUR_BMU,0.000,0.443
TUR_BOL,0.000,1.537
TUR_BRA,0.000,1.026
TUR_BRB,0.000,0.448
TUR_BRN,0.000,0.512
TUR_BTN,0.000,0.862
TUR_BWA,0.000,0.881
TUR_CAF,0.000,0.980
TUR_CAN,0.000,0.952
TUR_CHE,0.000,0.563
TUR_CHL,0.000,0.711
TUR_CHN,0.000,1.189
TUR_CIV,0.000,0.595
TUR_CMR,0.000,0.637
TUR_COD,0.000,0.588
TUR_COG,0.000,0.696
TUR_COK,0.000,n.a.
TUR_COL,0.000,0.893
TUR_COM,0.000,0.433
TUR_CPV,0.000,0.397
TUR_CRI,0.000,0.573
TUR_CUB,0.000,0.533
TUR_CYM,0.000,0.480
TUR_CYP,0.000,0.334
TUR_CZE,0.000,0.676
TUR_DEU,0.000,0.604
TUR_DJI,0.000,0.482
TUR_DMA,0.000,0.449
TUR_DNK,0.000,0.441
TUR_DOM,0.000,0.493
TUR_DZA,0.000,0.588
TUR_ECU,0.000,0.693
TUR_EGY,0.000,0.475
TUR_ERI,0.000,0.610
TUR_ESP,0.000,0.655
TUR_EST,0.000,0.461
TUR_ETH,0.000,0.753
TUR_FIN,0.000,0.494
TUR_FJI,0.000,0.635
TUR_FLK,0.000,n.a.
TUR_FRA,0.000,0.677
TUR_FRO,0.000,0.407
TUR_FSM,0.000,0.560
TUR_GAB,0.000,0.537
TUR_GBR,0.000,0.487
TUR_GEO,0.000,0.499
TUR_GHA,0.000,0.516
TUR_GIB,0.000,0.350
TUR_GIN,0.000,0.480
TUR_GLP,0.000,n.a.
TUR_GMB,0.000,0.403
TUR_GNB,0.000,0.442
TUR_GNQ,0.000,0.486
TUR_GRC,0.000,0.367
TUR_GRD,0.000,0.451
TUR_GRL,0.000,0.490
TUR_GTM,0.000,0.634
TUR_GUF,0.000,n.a.
TUR_GUM,0.000,0.559
TUR_GUY,0.000,0.528
TUR_HKG,0.000,0.529
TUR_HND,0.000,0.638
TUR_HRV,0.000,0.456
TUR_HTI,0.000,0.486
TUR_HUN,0.000,0.571
TUR_IDN,0.000,0.598
TUR_IND,0.000,0.986
TUR_IRL,0.000,0.432
TUR_IRN,0.000,1.045
TUR_IRQ,0.000,0.725
TUR_ISL,0.000,0.476
TUR_ISR,0.000,0.355
TUR_ITA,0.000,0.405
TUR_JAM,0.000,0.495
TUR_JOR,0.000,0.487
TUR_JPN,0.000,0.775
TUR_KAZ,0.000,1.471
TUR_KEN,0.000,0.679
TUR_KGZ,0.000,1.570
TUR_KHM,0.000,0.604
TUR_KIR,0.000,0.630
TUR_KNA,0.000,0.450
TUR_KOR,0.000,0.757
TUR_KWT,0.000,0.481
TUR_LAO,0.000,0.799
TUR_LBN,0.000,0.353
TUR_LBR,0.000,0.696
TUR_LBY,0.000,0.466
TUR_LCA,0.000,0.449
TUR_LIE,0.000,0.564
TUR_LKA,0.000,0.503
TUR_LSO,0.000,0.695
TUR_LTU,0.000,0.460
TUR_LUX,0.000,0.502
TUR_LVA,0.000,0.518
TUR_MAC,0.000,0.529
TUR_MAR,0.000,0.517
TUR_MCO,0.000,0.336
TUR_MDA,0.000,0.496
TUR_MDG,0.000,0.624
TUR_MDV,0.000,0.420
TUR_MEX,0.000,0.818
TUR_MHL,0.000,0.602
TUR_MKD,0.000,0.455
TUR_MLI,0.000,0.804
TUR_MLT,0.000,0.318
TUR_MMR,0.000,1.017
TUR_MNE,0.000,0.348
TUR_MNG,0.000,1.628
TUR_MNP,0.000,0.562
TUR_MOZ,0.000,0.594
TUR_MRT,0.000,0.653
TUR_MSR,0.000,n.a.
TUR_MTQ,0.000,n.a.
TUR_MUS,0.000,0.451
TUR_MWI,0.000,1.043
TUR_MYS,0.000,0.565
TUR_MYT,0.000,n.a.
TUR_NAM,0.000,0.706
TUR_NCL,0.000,0.665
TUR_NER,0.000,0.896
TUR_NFK,0.000,n.a.
TUR_NGA,0.000,0.772
TUR_NIC,0.000,0.705
TUR_NIU,0.000,n.a.
TUR_NLD,0.000,0.475
TUR_NOR,0.000,0.499
TUR_NPL,0.000,1.090
TUR_NRU,0.000,0.598
TUR_NZL,0.000,0.899
TUR_OMN,0.000,0.816
TUR_PAK,0.000,1.000
TUR_PAN,0.000,0.547
TUR_PER,0.000,0.952
TUR_PHL,0.000,0.671
TUR_PLW,0.000,0.539
TUR_PNG,0.000,0.641
TUR_POL,0.000,0.642
TUR_PRI,0.000,0.453
TUR_PRK,0.000,0.810
TUR_PRT,0.000,0.409
TUR_PRY,0.000,1.073
TUR_PSE,0.000,0.321
TUR_PYF,0.000,0.630
TUR_QAT,0.000,0.437
TUR_REU,0.000,n.a.
TUR_ROU,0.000,0.435
TUR_RUS,0.000,0.974
TUR_RWA,0.000,0.896
TUR_SAU,0.000,0.785
TUR_SDN,0.000,0.836
TUR_SEN,0.000,0.461
TUR_SGP,0.000,0.476
TUR_SHN,0.000,n.a.
TUR_SLB,0.000,0.603
TUR_SLE,0.000,0.521
TUR_SLV,0.000,0.542
TUR_SMR,0.000,0.451
TUR_SOM,0.000,0.667
TUR_SPM,0.000,n.a.
TUR_SRB,0.000,0.507
TUR_STP,0.000,0.460
TUR_SUR,0.000,0.502
TUR_SVK,0.000,0.544
TUR_SVN,0.000,0.384
TUR_SWE,0.000,0.642
TUR_SWZ,0.000,0.588
TUR_SYC,0.000,0.414
TUR_SYR,0.000,0.454
TUR_TCA,0.000,0.463
TUR_TCD,0.000,1.081
TUR_TGO,0.000,0.483
TUR_THA,0.000,0.594
TUR_TJK,0.000,1.187
TUR_TKL,0.000,n.a.
TUR_TKM,0.000,1.160
TUR_TLS,0.000,0.604
TUR_TON,0.000,0.635
TUR_TTO,0.000,0.453
TUR_TUN,0.000,0.386
